scenario_id,duration_type,weather_type,rain_prob,dust_level,hour,trip_goal,current_place_type,companion_type,adult_count,child_count,transport,activity_level,avg_stay_minutes,indoor_ratio,event_active,event_schedule_known,tags,hunger,fatigue,need_indoor,keep_mood,move_tolerance,kids_tolerance,photo_motivation,course_depth,next_scene,meal_style_primary,meal_style_secondary,confidence_grade
SCN_0119,full_day,sunny,0,normal,10,indoor,photo_spot,family_medium,2,2,car,medium,40,0.25,0,0,indoor_comfort|photo_friendly|scenic,0.3,0.6,0.0,0.5,0.4,0.6,0.4,4,go_home,,,A
SCN_0120,2h,rainy,80,normal,11,photo,history,friends,3,0,public,medium,50,0.25,0,0,photo_friendly|quiet|scenic,0.75,0.35,0.45,0.75,0.3,1.0,0.8,2,meal,photo_brunch_meal,warm_comfort_meal,A
SCN_0121,full_day,sunny,15,normal,12,indoor,history,solo,1,0,car,medium,45,0.25,0,0,indoor_comfort|quiet,0.75,0.4,0.0,0.3,0.75,1.0,0.2,4,meal,warm_comfort_meal,family_relaxed_meal,A
SCN_0122,2h,cloudy,20,good,17,healing,history,family_large,2,3,car,medium,75,0.25,0,0,quiet,0.8,0.65,0.0,0.6,0.15,0.5,0.2,2,meal,family_relaxed_meal,hearty_refuel_meal,A
SCN_0123,half_day,cloudy,30,good,16,experience,festival,couple,2,0,public,medium,80,0.3,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.45,0.0,0.3,0.5,1.0,0.2,3,meal,warm_comfort_meal,family_relaxed_meal,A
SCN_0124,full_day,cloudy,30,normal,11,family,indoor_culture,family_large,2,3,car,low,65,0.95,0,0,family_friendly|indoor_comfort|kids_friendly|quiet,0.75,0.5,0.0,0.3,0.55,0.6,0.2,4,meal,family_relaxed_meal,warm_comfort_meal,A
SCN_0125,full_day,rainy,70,normal,10,experience,cafe_area,solo,1,0,car,low,50,0.8,0,0,indoor_comfort|interactive|scenic,0.2,0.2,0.45,0.5,0.75,1.0,0.3,4,indoor_visit,,,A
SCN_0126,full_day,cloudy,30,normal,16,indoor,indoor_culture,friends,3,0,car,low,80,0.95,0,0,indoor_comfort|quiet,0.3,0.3,0.0,0.3,0.75,1.0,0.2,4,sunset_finish,,,A
SCN_0127,full_day,cloudy,60,normal,9,family,photo_spot,family_medium,2,2,car,medium,65,0.05,0,0,family_friendly|kids_friendly|photo_friendly|scenic,0.4,0.7,0.55,0.5,0.4,0.5,0.4,4,go_home,,,A
SCN_0128,half_day,sunny,0,good,14,healing,festival,family_medium,2,2,car,medium,65,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.65,0.0,0.6,0.35,0.5,0.2,3,go_home,,,A
SCN_0129,full_day,cloudy,30,good,11,indoor,cafe_area,couple,2,0,car,low,35,0.8,0,0,indoor_comfort|scenic,0.65,0.2,0.0,0.5,0.75,1.0,0.3,4,meal,warm_comfort_meal,family_relaxed_meal,A
SCN_0130,full_day,sunny,20,bad,8,experience,festival,solo,1,0,car,medium,80,0.2,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.5,0.3,0.3,0.75,1.0,0.2,4,indoor_visit,,,A
SCN_0131,half_day,sunny,20,good,13,indoor,festival,family_large,2,3,car,medium,95,0.4,1,1,family_friendly|festival_event|indoor_comfort|interactive|kids_friendly,0.85,0.65,0.0,0.3,0.35,0.5,0.2,3,meal,family_relaxed_meal,hearty_refuel_meal,A
SCN_0132,full_day,sunny,15,good,16,photo,cafe_area,friends,3,0,car,low,35,0.8,0,0,indoor_comfort|photo_friendly|scenic,0.2,0.2,0.0,0.75,0.75,1.0,0.8,4,sunset_finish,,,A
SCN_0133,2h,sunny,10,normal,11,indoor,festival,couple,2,0,car,medium,95,0.3,1,1,family_friendly|festival_event|indoor_comfort|interactive|kids_friendly,0.85,0.45,0.0,0.3,0.5,1.0,0.2,2,meal,hearty_refuel_meal,light_quick_meal,A
SCN_0134,half_day,sunny,0,normal,12,healing,festival,family_medium,2,2,car,medium,70,0.3,1,1,family_friendly|festival_event|interactive|kids_friendly,0.85,0.65,0.0,0.6,0.35,0.5,0.2,3,meal,family_relaxed_meal,hearty_refuel_meal,A
SCN_0135,half_day,cloudy,50,good,15,family,nature,friends,3,0,car,medium,80,0.2,0,0,family_friendly|healing|quiet|scenic,0.4,0.45,0.0,0.7,0.7,1.0,0.3,3,cafe_rest,,,A
SCN_0136,2h,cloudy,60,good,16,healing,festival,family_medium,2,2,car,medium,80,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.65,0.45,0.6,0.15,0.5,0.2,2,cafe_rest,,,A
SCN_0137,half_day,rainy,70,good,10,experience,photo_spot,family_small,2,1,car,high,45,0.25,0,0,interactive|photo_friendly|scenic,0.4,0.6,0.45,0.5,0.45,0.5,0.4,3,cafe_rest,,,A
SCN_0138,full_day,cloudy,40,good,10,indoor,cafe_area,solo,1,0,car,low,35,0.7,0,0,indoor_comfort|scenic,0.2,0.2,0.0,0.5,0.75,1.0,0.3,4,short_walk,,,A
SCN_0139,2h,cloudy,30,good,12,photo,indoor_culture,couple,2,0,public,low,65,1.0,0,0,indoor_comfort|photo_friendly|quiet|scenic,0.75,0.25,0.0,0.75,0.3,1.0,0.8,2,meal,photo_brunch_meal,light_quick_meal,A
SCN_0140,2h,cloudy,40,normal,11,indoor,photo_spot,family_small,2,1,public,medium,70,0.25,0,0,indoor_comfort|photo_friendly|scenic,0.85,0.55,0.0,0.5,0.2,0.5,0.4,2,meal,family_relaxed_meal,hearty_refuel_meal,A
SCN_0141,2h,sunny,5,normal,10,photo,history,family_medium,2,2,car,medium,45,0.25,0,0,photo_friendly|quiet|scenic,0.3,0.55,0.0,0.75,0.3,0.6,0.8,2,sunset_finish,,,A
SCN_0142,half_day,sunny,10,normal,11,healing,nature,friends,3,0,car,medium,70,0.1,0,0,healing|quiet|scenic,0.85,0.45,0.0,1.0,0.7,1.0,0.3,3,meal,hearty_refuel_meal,quiet_rest_meal,A
SCN_0143,full_day,cloudy,30,normal,12,experience,nature,solo,1,0,public,medium,80,0.0,0,0,healing|interactive|quiet|scenic,0.85,0.5,0.0,0.7,0.55,1.0,0.3,4,meal,hearty_refuel_meal,warm_comfort_meal,A
SCN_0144,2h,sunny,15,bad,16,family,indoor_culture,couple,2,0,public,low,80,1.0,0,0,family_friendly|indoor_comfort|quiet,0.3,0.25,0.3,0.3,0.3,1.0,0.2,2,indoor_backup,,,A
SCN_0145,full_day,cloudy,20,normal,16,family,indoor_culture,family_small,2,1,car,low,55,0.95,0,0,family_friendly|indoor_comfort|kids_friendly|quiet,0.2,0.3,0.0,0.3,0.65,0.7,0.2,4,sunset_finish,,,A
SCN_0146,2h,sunny,5,normal,17,healing,nature,couple,2,0,car,medium,55,0.2,0,0,healing|quiet|scenic,0.7,0.35,0.0,1.0,0.5,1.0,0.3,2,meal,warm_comfort_meal,light_quick_meal,A
SCN_0147,full_day,rainy,90,good,11,photo,cafe_area,solo,1,0,car,low,35,0.6,0,0,indoor_comfort|photo_friendly|scenic,0.65,0.2,0.45,0.75,0.75,1.0,0.8,4,sunset_finish,,,A
SCN_0148,half_day,cloudy,40,normal,15,photo,cafe_area,friends,3,0,car,low,35,0.8,0,0,indoor_comfort|photo_friendly|scenic,0.2,0.15,0.0,0.75,0.7,1.0,0.8,3,sunset_finish,,,A
SCN_0149,2h,cloudy,20,normal,17,experience,indoor_culture,family_large,2,3,car,low,80,0.95,0,0,indoor_comfort|interactive|quiet,0.7,0.45,0.0,0.3,0.3,0.6,0.2,2,meal,family_relaxed_meal,light_quick_meal,A
SCN_0150,full_day,cloudy,40,good,12,healing,indoor_culture,family_small,2,1,car,low,50,0.85,0,0,indoor_comfort|quiet,0.65,0.3,0.0,0.6,0.65,0.7,0.2,4,meal,family_relaxed_meal,warm_comfort_meal,A
SCN_0151,half_day,sunny,15,bad,11,indoor,cafe_area,family_large,2,3,public,low,50,0.8,0,0,indoor_comfort|scenic,0.65,0.35,0.3,0.5,0.3,0.7,0.3,3,meal,family_relaxed_meal,light_quick_meal,A
SCN_0152,full_day,rainy,95,bad,13,indoor,history,family_small,2,1,car,medium,75,0.25,0,0,indoor_comfort|quiet,0.85,0.6,0.75,0.3,0.5,0.5,0.2,4,meal,family_relaxed_meal,hearty_refuel_meal,A
SCN_0153,full_day,cloudy,40,normal,8,photo,history,couple,2,0,car,medium,60,0.15,0,0,photo_friendly|quiet|scenic,0.4,0.5,0.0,0.75,0.75,1.0,0.8,4,sunset_finish,,,A
SCN_0154,half_day,sunny,20,good,11,experience,nature,family_small,2,1,car,medium,55,0.2,0,0,healing|interactive|quiet|scenic,0.75,0.45,0.0,0.7,0.6,0.6,0.3,3,meal,family_relaxed_meal,warm_comfort_meal,A
SCN_0155,half_day,sunny,0,bad,15,indoor,cafe_area,solo,1,0,public,low,50,0.6,0,0,indoor_comfort|scenic,0.2,0.15,0.3,0.5,0.5,1.0,0.3,3,indoor_visit,,,A
SCN_0156,2h,rainy,90,normal,17,photo,nature,family_large,2,3,car,high,85,0.1,0,0,healing|photo_friendly|quiet|scenic,0.9,0.8,0.55,0.95,0.15,0.4,0.8,2,sunset_finish,,,A
SCN_0157,half_day,cloudy,50,normal,16,experience,festival,family_medium,2,2,car,medium,80,0.3,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.65,0.0,0.3,0.35,0.5,0.2,3,go_home,,,A
SCN_0158,half_day,sunny,20,normal,16,indoor,photo_spot,family_small,2,1,car,medium,65,0.25,0,0,indoor_comfort|photo_friendly|scenic,0.4,0.55,0.0,0.5,0.6,0.5,0.4,3,sunset_finish,,,A
SCN_0159,full_day,cloudy,40,good,9,indoor,history,solo,1,0,car,medium,45,0.25,0,0,indoor_comfort|quiet,0.3,0.4,0.0,0.3,0.75,1.0,0.2,4,short_walk,,,A
SCN_0160,2h,sunny,5,normal,10,healing,festival,family_large,2,3,public,medium,65,0.2,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.65,0.1,0.6,0.0,0.5,0.2,2,go_home,,,A
SCN_0161,half_day,cloudy,30,good,9,photo,nature,solo,1,0,car,medium,60,0.1,0,0,healing|photo_friendly|quiet|scenic,0.4,0.45,0.0,0.95,0.7,1.0,0.8,3,sunset_finish,,,A
SCN_0162,2h,sunny,15,normal,15,healing,nature,couple,2,0,public,medium,55,0.1,0,0,healing|quiet|scenic,0.3,0.35,0.0,1.0,0.3,1.0,0.3,2,cafe_rest,,,A
SCN_0163,2h,rainy,90,bad,10,experience,festival,family_small,2,1,car,medium,70,0.3,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.55,0.75,0.3,0.4,0.5,0.2,2,indoor_backup,,,A
SCN_0164,half_day,cloudy,50,normal,16,experience,indoor_culture,family_large,2,3,car,low,65,0.95,0,0,indoor_comfort|interactive|quiet,0.3,0.45,0.0,0.3,0.5,0.6,0.2,3,sunset_finish,,,A
SCN_0165,2h,cloudy,60,good,14,family,cafe_area,family_large,2,3,car,low,60,0.6,0,0,family_friendly|indoor_comfort|kids_friendly|scenic,0.3,0.45,0.45,0.5,0.3,0.6,0.3,2,cafe_rest,,,A
SCN_0166,2h,cloudy,40,good,17,photo,photo_spot,family_small,2,1,car,medium,65,0.15,0,0,photo_friendly|scenic,0.8,0.55,0.1,0.75,0.4,0.5,0.9,2,sunset_finish,,,A
SCN_0167,half_day,rainy,95,normal,10,healing,indoor_culture,family_large,2,3,car,low,50,1.0,0,0,indoor_comfort|quiet,0.2,0.35,0.45,0.6,0.5,0.7,0.2,3,indoor_backup,,,A
SCN_0168,2h,rainy,95,normal,17,photo,cafe_area,family_medium,2,2,car,low,50,0.6,0,0,indoor_comfort|photo_friendly|scenic,0.6,0.35,0.45,0.75,0.3,0.7,0.8,2,sunset_finish,,,A
SCN_0169,full_day,rainy,60,normal,11,photo,cafe_area,couple,2,0,car,low,35,0.8,0,0,indoor_comfort|photo_friendly|scenic,0.65,0.2,0.45,0.75,0.75,1.0,0.8,4,sunset_finish,,,A
SCN_0170,full_day,sunny,15,good,10,experience,photo_spot,family_medium,2,2,car,medium,70,0.15,0,0,interactive|photo_friendly|scenic,0.4,0.7,0.1,0.5,0.4,0.5,0.4,4,go_home,,,A
SCN_0171,half_day,rainy,60,good,12,photo,photo_spot,friends,3,0,public,medium,40,0.15,0,0,photo_friendly|scenic,0.75,0.35,0.45,0.75,0.5,1.0,0.9,3,sunset_finish,,,A
SCN_0172,half_day,cloudy,50,normal,15,healing,history,solo,1,0,car,medium,60,0.15,0,0,quiet,0.4,0.45,0.0,0.6,0.7,1.0,0.2,3,cafe_rest,,,A
SCN_0173,half_day,rainy,70,bad,14,family,nature,friends,3,0,public,medium,60,0.0,0,0,family_friendly|healing|quiet|scenic,0.4,0.45,0.75,0.7,0.5,1.0,0.3,3,indoor_backup,,,A
SCN_0174,2h,rainy,60,normal,16,indoor,nature,couple,2,0,public,medium,60,0.2,0,0,healing|indoor_comfort|quiet|scenic,0.4,0.45,0.45,0.7,0.3,1.0,0.3,2,indoor_visit,,,A
SCN_0175,full_day,cloudy,40,normal,9,healing,nature,couple,2,0,public,medium,60,0.0,0,0,healing|quiet|scenic,0.4,0.5,0.0,1.0,0.55,1.0,0.3,4,short_walk,,,A
SCN_0176,half_day,cloudy,60,good,16,photo,history,friends,3,0,car,medium,60,0.35,0,0,photo_friendly|quiet|scenic,0.4,0.45,0.45,0.75,0.7,1.0,0.8,3,sunset_finish,,,A
SCN_0177,full_day,rainy,70,normal,14,experience,cafe_area,solo,1,0,public,low,35,0.8,0,0,indoor_comfort|interactive|scenic,0.2,0.2,0.45,0.5,0.55,1.0,0.3,4,indoor_visit,,,A
SCN_0178,2h,cloudy,20,good,10,indoor,nature,family_medium,2,2,car,medium,70,0.0,0,0,healing|indoor_comfort|quiet|scenic,0.4,0.65,0.1,0.7,0.15,0.5,0.3,2,go_home,,,A
SCN_0179,half_day,cloudy,60,normal,16,photo,history,solo,1,0,car,medium,45,0.15,0,0,photo_friendly|quiet|scenic,0.3,0.35,0.45,0.75,0.7,1.0,0.8,3,sunset_finish,,,A
SCN_0180,half_day,cloudy,60,normal,9,family,indoor_culture,friends,3,0,car,low,80,0.85,0,0,family_friendly|indoor_comfort|quiet,0.3,0.25,0.45,0.3,0.7,1.0,0.2,3,indoor_visit,,,A
SCN_0181,half_day,sunny,5,good,9,family,festival,family_medium,2,2,car,medium,95,0.3,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.65,0.0,0.3,0.35,0.5,0.2,3,go_home,,,A
SCN_0182,half_day,cloudy,60,bad,15,experience,indoor_culture,family_medium,2,2,car,low,55,0.85,0,0,indoor_comfort|interactive|quiet,0.2,0.35,0.75,0.3,0.5,0.7,0.2,3,indoor_backup,,,A
SCN_0183,full_day,cloudy,30,normal,10,family,nature,family_large,2,3,car,medium,55,0.0,0,0,family_friendly|healing|kids_friendly|quiet|scenic,0.3,0.6,0.1,0.7,0.4,0.6,0.3,4,go_home,,,A
SCN_0184,full_day,rainy,80,normal,16,indoor,photo_spot,family_small,2,1,car,medium,40,0.25,0,0,indoor_comfort|photo_friendly|scenic,0.3,0.5,0.45,0.5,0.65,0.6,0.4,4,indoor_visit,,,A
SCN_0185,full_day,cloudy,20,normal,14,family,nature,family_medium,2,2,car,medium,70,0.2,0,0,family_friendly|healing|kids_friendly|quiet|scenic,0.4,0.7,0.1,0.7,0.4,0.5,0.3,4,go_home,,,A
SCN_0186,2h,cloudy,20,good,16,family,photo_spot,couple,2,0,car,medium,45,0.15,0,0,family_friendly|photo_friendly|scenic,0.3,0.35,0.0,0.5,0.5,1.0,0.4,2,sunset_finish,,,A
SCN_0187,full_day,rainy,95,normal,9,photo,history,couple,2,0,car,medium,45,0.35,0,0,photo_friendly|quiet|scenic,0.3,0.4,0.45,0.75,0.75,1.0,0.8,4,sunset_finish,,,A
SCN_0188,full_day,sunny,0,normal,14,healing,history,family_small,2,1,car,medium,45,0.15,0,0,quiet,0.3,0.5,0.0,0.6,0.65,0.6,0.2,4,short_walk,,,A
SCN_0189,full_day,cloudy,20,good,8,photo,history,solo,1,0,public,medium,45,0.25,0,0,photo_friendly|quiet|scenic,0.3,0.4,0.0,0.75,0.55,1.0,0.8,4,sunset_finish,,,A
SCN_0190,half_day,rainy,80,bad,12,indoor,photo_spot,solo,1,0,car,medium,55,0.25,0,0,indoor_comfort|photo_friendly|scenic,0.75,0.35,0.75,0.5,0.7,1.0,0.4,3,indoor_visit,,,A
SCN_0191,2h,sunny,5,good,15,family,festival,family_medium,2,2,car,medium,70,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.65,0.0,0.3,0.15,0.5,0.2,2,go_home,,,A
SCN_0192,full_day,sunny,20,normal,10,healing,photo_spot,solo,1,0,car,medium,45,0.25,0,0,photo_friendly|scenic,0.3,0.4,0.0,0.8,0.75,1.0,0.4,4,short_walk,,,A
SCN_0193,full_day,rainy,95,bad,14,experience,photo_spot,friends,3,0,public,medium,40,0.05,0,0,interactive|photo_friendly|scenic,0.3,0.4,0.75,0.5,0.55,1.0,0.4,4,indoor_backup,,,A
SCN_0194,full_day,sunny,10,normal,13,photo,cafe_area,solo,1,0,public,low,35,0.7,0,0,indoor_comfort|photo_friendly|scenic,0.65,0.2,0.0,0.75,0.55,1.0,0.8,4,sunset_finish,,,A
SCN_0195,full_day,cloudy,50,normal,16,healing,festival,family_large,2,3,car,medium,90,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly,0.4,0.7,0.0,0.6,0.4,0.5,0.2,4,go_home,,,A
SCN_0196,2h,sunny,15,bad,10,indoor,indoor_culture,couple,2,0,car,low,65,0.95,0,0,indoor_comfort|quiet,0.3,0.25,0.3,0.3,0.5,1.0,0.2,2,indoor_visit,,,A
SCN_0197,half_day,sunny,10,bad,14,photo,festival,family_large,2,3,car,medium,95,0.2,1,1,family_friendly|festival_event|interactive|kids_friendly|photo_friendly|scenic,0.4,0.65,0.4,0.75,0.35,0.5,0.8,3,sunset_finish,,,A
SCN_0198,half_day,sunny,10,normal,16,photo,photo_spot,couple,2,0,car,medium,55,0.05,0,0,photo_friendly|scenic,0.3,0.35,0.0,0.75,0.7,1.0,0.9,3,sunset_finish,,,A
SCN_0199,full_day,cloudy,60,good,14,indoor,festival,solo,1,0,public,medium,65,0.3,1,1,family_friendly|festival_event|indoor_comfort|interactive|kids_friendly,0.4,0.5,0.45,0.3,0.55,1.0,0.2,4,indoor_visit,,,A
SCN_0200,half_day,sunny,10,good,16,healing,photo_spot,family_small,2,1,public,medium,40,0.25,0,0,photo_friendly|scenic,0.3,0.45,0.0,0.8,0.4,0.6,0.4,3,sunset_finish,,,A
SCN_0201,2h,cloudy,60,bad,10,experience,cafe_area,solo,1,0,car,low,50,0.8,0,0,indoor_comfort|interactive|scenic,0.2,0.15,0.75,0.5,0.5,1.0,0.3,2,indoor_backup,,,A
SCN_0202,full_day,cloudy,20,normal,15,healing,history,solo,1,0,car,high,70,0.15,0,0,quiet,0.5,0.65,0.1,0.6,0.6,1.0,0.2,4,cafe_rest,,,A
SCN_0203,2h,cloudy,60,normal,14,family,photo_spot,family_large,2,3,car,medium,65,0.25,0,0,family_friendly|kids_friendly|photo_friendly|scenic,0.4,0.65,0.45,0.5,0.15,0.5,0.4,2,go_home,,,A
SCN_0204,full_day,sunny,0,normal,14,photo,festival,family_large,2,3,car,medium,95,0.3,1,1,family_friendly|festival_event|interactive|kids_friendly|photo_friendly|scenic,0.4,0.7,0.0,0.75,0.4,0.5,0.8,4,sunset_finish,,,A
SCN_0205,half_day,cloudy,30,good,15,experience,photo_spot,solo,1,0,car,medium,65,0.05,0,0,interactive|photo_friendly|scenic,0.4,0.45,0.0,0.5,0.7,1.0,0.4,3,cafe_rest,,,A
SCN_0206,2h,rainy,80,good,10,photo,indoor_culture,friends,3,0,car,low,65,0.95,0,0,indoor_comfort|photo_friendly|quiet|scenic,0.3,0.25,0.45,0.75,0.5,1.0,0.8,2,sunset_finish,,,A
SCN_0207,full_day,cloudy,20,normal,16,experience,cafe_area,couple,2,0,public,low,40,0.8,0,0,indoor_comfort|interactive|scenic,0.2,0.2,0.0,0.5,0.55,1.0,0.3,4,sunset_finish,,,A
SCN_0208,2h,cloudy,40,normal,10,family,nature,family_large,2,3,car,medium,55,0.0,0,0,family_friendly|healing|kids_friendly|quiet|scenic,0.3,0.55,0.1,0.7,0.3,0.6,0.3,2,go_home,,,A
SCN_0209,full_day,sunny,0,bad,14,family,cafe_area,solo,1,0,car,low,35,0.6,0,0,family_friendly|indoor_comfort|scenic,0.2,0.2,0.3,0.5,0.75,1.0,0.3,4,indoor_visit,,,A
SCN_0210,full_day,cloudy,20,normal,15,healing,cafe_area,family_medium,2,2,car,low,65,0.6,0,0,indoor_comfort|scenic,0.3,0.5,0.0,0.8,0.55,0.6,0.3,4,cafe_rest,,,A
SCN_0211,half_day,rainy,80,normal,9,healing,cafe_area,friends,3,0,public,low,60,0.7,0,0,indoor_comfort|scenic,0.3,0.25,0.45,0.8,0.5,1.0,0.3,3,indoor_visit,,,A
SCN_0212,full_day,cloudy,50,good,10,family,cafe_area,friends,3,0,public,low,65,0.7,0,0,family_friendly|indoor_comfort|scenic,0.3,0.3,0.0,0.5,0.55,1.0,0.3,4,short_walk,,,A
SCN_0213,full_day,sunny,10,normal,16,indoor,cafe_area,family_large,2,3,car,low,60,0.6,0,0,indoor_comfort|scenic,0.3,0.5,0.0,0.5,0.55,0.6,0.3,4,sunset_finish,,,A
SCN_0214,full_day,rainy,80,normal,9,experience,history,friends,3,0,car,medium,70,0.35,0,0,interactive|quiet,0.4,0.5,0.45,0.3,0.75,1.0,0.2,4,indoor_backup,,,A
SCN_0215,full_day,rainy,95,good,15,indoor,history,family_small,2,1,car,medium,75,0.35,0,0,indoor_comfort|quiet,0.4,0.6,0.45,0.3,0.5,0.5,0.2,4,indoor_backup,,,A
SCN_0216,half_day,rainy,95,bad,15,photo,history,family_medium,2,2,car,high,50,0.15,0,0,photo_friendly|quiet|scenic,0.4,0.7,0.85,0.75,0.35,0.5,0.8,3,cafe_rest,,,A
SCN_0217,full_day,cloudy,20,good,15,indoor,photo_spot,friends,3,0,car,medium,70,0.05,0,0,indoor_comfort|photo_friendly|scenic,0.4,0.5,0.0,0.5,0.75,1.0,0.4,4,short_walk,,,A
SCN_0218,2h,rainy,80,normal,14,family,photo_spot,friends,3,0,car,medium,40,0.15,0,0,family_friendly|photo_friendly|scenic,0.3,0.35,0.45,0.5,0.5,1.0,0.4,2,indoor_backup,,,A
SCN_0219,half_day,cloudy,50,normal,14,indoor,photo_spot,solo,1,0,car,medium,70,0.15,0,0,indoor_comfort|photo_friendly|scenic,0.4,0.45,0.0,0.5,0.7,1.0,0.4,3,short_walk,,,A
SCN_0220,full_day,sunny,10,good,10,healing,photo_spot,family_small,2,1,car,medium,45,0.05,0,0,photo_friendly|scenic,0.3,0.5,0.0,0.8,0.65,0.6,0.4,4,short_walk,,,A
SCN_0221,full_day,rainy,90,normal,9,family,history,family_large,2,3,car,medium,45,0.15,0,0,family_friendly|kids_friendly|quiet,0.3,0.6,0.55,0.3,0.4,0.6,0.2,4,indoor_backup,,,A
SCN_0222,half_day,rainy,90,bad,15,experience,cafe_area,couple,2,0,car,low,40,0.6,0,0,indoor_comfort|interactive|scenic,0.2,0.15,0.75,0.5,0.7,1.0,0.3,3,indoor_visit,,,A
SCN_0223,full_day,sunny,15,good,15,photo,photo_spot,family_small,2,1,car,high,70,0.25,0,0,photo_friendly|scenic,0.5,0.75,0.0,0.75,0.5,0.4,0.9,4,sunset_finish,,,A
SCN_0224,2h,sunny,15,good,10,healing,nature,friends,3,0,car,medium,85,0.0,0,0,healing|quiet|scenic,0.4,0.45,0.0,1.0,0.5,1.0,0.3,2,cafe_rest,,,A
SCN_0225,half_day,sunny,10,bad,15,healing,history,family_large,2,3,car,medium,45,0.35,0,0,quiet,0.3,0.55,0.3,0.6,0.5,0.6,0.2,3,cafe_rest,,,A
SCN_0226,full_day,sunny,0,normal,14,healing,nature,solo,1,0,car,medium,85,0.0,0,0,healing|quiet|scenic,0.4,0.5,0.0,1.0,0.75,1.0,0.3,4,short_walk,,,A
SCN_0227,2h,cloudy,60,normal,17,photo,festival,family_small,2,1,car,medium,90,0.3,1,1,family_friendly|festival_event|interactive|kids_friendly|photo_friendly|scenic,0.8,0.55,0.45,0.75,0.4,0.5,0.8,2,sunset_finish,,,A
SCN_0228,half_day,rainy,95,good,14,indoor,cafe_area,family_medium,2,2,public,low,40,0.6,0,0,indoor_comfort|scenic,0.2,0.35,0.45,0.5,0.3,0.7,0.3,3,indoor_visit,,,A
SCN_0229,2h,sunny,5,bad,14,photo,history,friends,3,0,car,high,75,0.25,0,0,photo_friendly|quiet|scenic,0.5,0.6,0.3,0.75,0.35,1.0,0.8,2,sunset_finish,,,A
SCN_0230,half_day,rainy,70,good,9,experience,nature,solo,1,0,public,high,80,0.0,0,0,healing|interactive|quiet|scenic,0.5,0.6,0.55,0.7,0.35,1.0,0.3,3,cafe_rest,,,A
SCN_0231,2h,sunny,20,normal,16,experience,history,family_medium,2,2,car,medium,75,0.25,0,0,interactive|quiet,0.4,0.65,0.0,0.3,0.15,0.5,0.2,2,go_home,,,A
SCN_0232,full_day,sunny,15,good,10,family,nature,couple,2,0,public,medium,70,0.2,0,0,family_friendly|healing|quiet|scenic,0.4,0.5,0.0,0.7,0.55,1.0,0.3,4,short_walk,,,A
SCN_0233,half_day,rainy,90,good,14,photo,history,solo,1,0,car,medium,70,0.25,0,0,photo_friendly|quiet|scenic,0.4,0.45,0.45,0.75,0.7,1.0,0.8,3,sunset_finish,,,A
SCN_0234,half_day,rainy,95,normal,14,indoor,nature,family_small,2,1,car,high,80,0.1,0,0,healing|indoor_comfort|quiet|scenic,0.5,0.7,0.55,0.7,0.45,0.4,0.3,3,indoor_backup,,,A
SCN_0235,2h,cloudy,60,good,14,family,nature,family_large,2,3,public,medium,85,0.1,0,0,family_friendly|healing|kids_friendly|quiet|scenic,0.4,0.65,0.55,0.7,0.0,0.5,0.3,2,cafe_rest,,,A
SCN_0236,half_day,rainy,60,good,14,family,nature,family_small,2,1,car,medium,55,0.0,0,0,family_friendly|healing|kids_friendly|quiet|scenic,0.3,0.45,0.45,0.7,0.6,0.6,0.3,3,cafe_rest,,,A
SCN_0237,half_day,rainy,70,good,9,family,indoor_culture,family_large,2,3,public,low,80,0.85,0,0,family_friendly|indoor_comfort|kids_friendly|quiet,0.3,0.45,0.45,0.3,0.3,0.6,0.2,3,indoor_backup,,,A
SCN_0238,2h,cloudy,40,normal,15,experience,nature,solo,1,0,car,medium,70,0.2,0,0,healing|interactive|quiet|scenic,0.4,0.45,0.0,0.7,0.5,1.0,0.3,2,cafe_rest,,,A
SCN_0239,half_day,cloudy,20,good,10,photo,festival,solo,1,0,car,medium,80,0.4,1,1,family_friendly|festival_event|interactive|kids_friendly|photo_friendly|scenic,0.4,0.45,0.0,0.75,0.7,1.0,0.8,3,sunset_finish,,,A
SCN_0240,2h,cloudy,50,good,15,photo,festival,solo,1,0,car,medium,95,0.3,1,1,family_friendly|festival_event|interactive|kids_friendly|photo_friendly|scenic,0.4,0.45,0.0,0.75,0.5,1.0,0.8,2,sunset_finish,,,A
SCN_0241,half_day,cloudy,40,good,16,photo,cafe_area,solo,1,0,public,low,60,0.6,0,0,indoor_comfort|photo_friendly|scenic,0.3,0.25,0.0,0.75,0.5,1.0,0.8,3,sunset_finish,,,A
SCN_0242,2h,rainy,60,normal,10,healing,cafe_area,couple,2,0,car,low,60,0.6,0,0,indoor_comfort|scenic,0.3,0.25,0.45,0.8,0.5,1.0,0.3,2,indoor_visit,,,A
